implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O2_-fwrapv_-fPIC_-fPIE_-gdwarf-4_-Wall 15.2.0 
basemul_f0_j1_cycles - 620 +37+7-14-12-2-16-1-15-14+0-3+7+11+6-13+8+1+2-14+10+7+7-13-7-5+8+5+14-6-8+8-9
basemul_general_m_cycles - 721 +75+82+49+13-9-24+2-4-5-2-22-3+1+2+0+8+7-2-10+7-4-15+13+17+12-9+11-3+2-14-6+30
basemul_scale_m_cycles - 636 +52+16+11-7+7-1-8-8+3+15+13+2-5+0-1-1-11-9+4+0-10+6+5-8+1+1-4-2+1+3+1-6
inverse_m_core_cycles - 633 +22+1+12+26-21-35-23+0-18-5+5-1-5+19-3+7-3+1+5-6+2+25-5+7+2+12+19+2-7-9-5+0
inverse_m_tail_cycles - 586 +46+24-7+19+19+11-4+2-6-11-11-13+3+9+20-13-2-5-1+3-7-11+4+3-8+18+13-5+8-5+3-8
inverse_m_full_cycles - 970 +38-19+7-11+32-4+13+1+6-2-7+17-8-9-2+10+4+16-1+3+9+19-26+25-5-8+1-20+4-7-7-8
q24_unpack_m_cycles - 399 +42+31+26+8-10-16+9-22-17-13+4+3-15-10-6-6-4+2-1-4+2+0+2+5-6-11-11+3+3+2+11+18
q24_pack_m_centered_cycles - 439 -4+5-2-15-2-1+1-5+4+5+3+1+9+4-14+10+5+0+7-2-9-1+1+5+8-7-12-10-3-2+7+8
q24_pack_m_lazy_cycles - 486 +2+2-1+10-3-9-12+2-5-5-3+10+6+4-4+15+6-13+4-6-4-7-9-6+4+10-15+5+17-5+2+8
q24_pack_m_highrange_cycles - 484 +25+14+7-4-11-8-16-7-16-1-1-13-9+3+3-8+1-7+3+11-4+3+10+11+3+4-7-1+24-2-1+3
q24_pack_p_cycles - 456 +47+4+26+9+19+7-10+5-17+1-10-15-3-4-8-9-14-18+1-6+3-2-7+8+13-1+2+3-14+4-5+33
q24_equal_m_cycles - 345 +15-7-4-5+0-5-15-15+1+5+3+7+5-7+3-2+14-1-4+4+5+7+1-3-4-2+3-2+8+1+8-3
forward_frontend_cycles - 460 +17+8+0+6-13-8+1+0-4-9-11+0+1-9-1-8-13+5+2+0+4+8-6+4-6+3+0+4-5+0-1+8
forward_m_terminal_cycles - 647 +18+10-21-14-15-7-7+2+0+12+2-5+10-24-3-16+5-11+1+2+7+16-3+15+22+5+1-20+14-4+25-18
forward_p_terminal_cycles - 659 +28-28-1+1+9-12+14-1-6+9+12+1+0-21+2+1+20-9-26+6+10-4-17-3+5-9+47+5+0-15-5-18
forward_m_full_cycles - 894 +7+1+13+7-32-14+2-6-31-4+19-9+12+2+9-9+1+19+15-6+18-5+17-7-1-28-12+6-2+10-9+0
forward_p_full_cycles - 908 +40+14-8-5-1-7-7-12-8+9-29-2-9-11+12-6+1+15-1+7-1+17+10-18+11+16+88+13-2+5+4-13
baseinv_j1_cycles - 1197 +34+22-2+10+12+1+4-11+2-10-9-4+19-2+4-8+1+8+1-7-12+5-4-1+3+12-2+0+9-1-2+1
basemul_f0_j1_cycles - 627 +48+6-10-6-6-22-22-22-22-21-2-17-8+1+4-1+7+8+4+0+13-15+3+6+4+8-21+3-1-2+3-1
basemul_general_m_cycles - 726 +77+59+29+23-7-16+2-8+15+13-28+9+12-21+30-9+0-13+8-7+15-7+1+7+16-9-10-6-1-5-13+3
basemul_scale_m_cycles - 639 +21+17+19+9+6-10+2+10+0-9-1-6+11+0-15-8-10-10-2-1+2-5-16-10+9+10-3+2-1+14+4-2
inverse_m_core_cycles - 627 +12-22+19+31-1+16+5-15-32-17+15-1-18-10+4-3-25+32-12+27+15+28+2+0-22-5+21-10+21-1+0-9
inverse_m_tail_cycles - 590 +17-1-4-1+18+7-13+1+5+7+4+16+0+1+10-7-11-1-14+4+2+16-5+5-9-9-13+4-6-19-8-12
inverse_m_full_cycles - 971 +43+18+1-20-12+11-14-32-5-1-1-13+9+7+0+3+18+36-2-25+0-10+53-9+4-1+5-10+3+7-3+9
q24_unpack_m_cycles - 393 +43+31+29+5-9-9+7-14-10-11+19+20+0-9-7-1-2-8+5-5-6-6+1+3+1+0-7+6+4+0+15+18
q24_pack_m_centered_cycles - 434 -1-3-2-8-5-4+1+6+3+0+4-2-4-6-2+3-14+7-9+0-3-12+14+17+6+6+9+6-5+12+18+19
q24_pack_m_lazy_cycles - 484 +2+12+20+3-5+14-7+4+0+5+16+6-6-3-7+3+2+3-3+1+10-5-5-10-3-1-8-3+23-4+0+4
q24_pack_m_highrange_cycles - 486 +22+6+16+8+15-5-13-9-7-9+0-8+0-3-4-3+5+14-8+1-7-8+5+2+3+7-9+2+18-2-8+18
q24_pack_p_cycles - 458 +29+17+12+14+1-1-14-18-21-16-1-23+3-5-5-1-8+1+5+6+3+7+1-6+14+4-5+6-3-7-1+28
q24_equal_m_cycles - 344 +16-3+6+7+1-9-5-11-10+1-3+12+1+6+9+8-1+4+3+4+4-2-6+1-1+0-2+4-5-9-6-7
